"483d7a549770e18c","100 VHCC Drive, Abingdon, VA, 24212-0828","Match","Non_Exact","100 VHCC DR, ABINGDON, VA, 24210","-82.002213845592,36.695678286441","641471761","L"
"c5fa0315c1f05e07","1200 Park Rd, Harrisonburg, VA, 22802-2462","Match","Non_Exact","1200 PARK RD, HARRISONBURG, VA, 22802","-78.878643438588,38.469111416337","55709930","R"
"1d94349c1a8605f4","10000 Germanna Point Drive, Fredericksburg, VA, 22408-9543","Match","Non_Exact","10000 GERMANNA POINT DR, FREDERICKSBURG, VA, 22408","-77.4925394239,38.228987476611","228787423","L"
"fa252e1ce51730a6","3500 Transportation Research Plaza, Blacksburg, VA, 24061","Match","Non_Exact","3500 TRANSPORTATION RESEARCH DR, BLACKSBURG, VA, 24060","-80.397173678679,37.187785623048","73634274","L"
"72edee13fdaf8fbc","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, VA, 24061-0131","Match","Non_Exact","800 DRILLFIELD DR, BLACKSBURG, VA, 24061","-80.423203108961,37.22830481052","73616336","L"
"90e2693d798b7b2d","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, VA, 24061-0131","Match","Non_Exact","800 DRILLFIELD DR, BLACKSBURG, VA, 24061","-80.423203108961,37.22830481052","73616336","L"
"cf865e83b26395b3","11100 Endeavor Court, Suite 300, Manassas, VA, 20109","No_Match"
"87156ce8960f6448","16320 West Ridge Road, Tangier, VA, 23440","Match","Exact","16320 W RIDGE RD, TANGIER, VA, 23440","-75.995874440635,37.829672149137","640075020","R"
"790c58c3d2896d4c","1501 Lakeside Dr, Lynchburg, VA, 24501-3113","Match","Non_Exact","1501 LAKESIDE DR, LYNCHBURG, VA, 24501","-79.182527962346,37.401691773656","62738697","L"
"6c907efc74ee56ac","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, VA, 24061-0131","Match","Non_Exact","800 DRILLFIELD DR, BLACKSBURG, VA, 24061","-80.423203108961,37.22830481052","73616336","L"
"8e1de78973887d19","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, VA, 24061-0131","Match","Non_Exact","800 DRILLFIELD DR, BLACKSBURG, VA, 24061","-80.423203108961,37.22830481052","73616336","L"
"a50dbb0e167e9882","22 Lincoln Street, Hampton, VA, 23669","Match","Exact","22 LINCOLN ST, HAMPTON, VA, 23669","-76.343478834736,37.02811308732","655606596","L"
"53c96c9aee297607","11632 Highway 15, Clarkesville, VA, 23927","Match","Non_Exact","11632 US HWY 15, CLARKSVILLE, VA, 23927","-78.557650769531,36.602205943194","54332190","R"
"30d0a823e76edd0d","11301 Johnson Road, South Prince George, VA, 23805-7100","Match","Non_Exact","11301 JOHNSON RD, SOUTH PRINCE GEORGE, VA, 23805","-77.396697931379,37.152658887277","649936756","R"
"499408de9630b595","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, VA, 24061-0131","Match","Non_Exact","800 DRILLFIELD DR, BLACKSBURG, VA, 24061","-80.423203108961,37.22830481052","73616336","L"
"ffb280689648702f","99 Thomas Nelson Drive, Hampton, VA, 23666","Match","Exact","99 THOMAS NELSON DR, HAMPTON, VA, 23666","-76.424001908431,37.064091270423","103799562","L"
"d22c7c780d72486f","525 Aiport Road, Martinsville, VA, 24112","Match","Non_Exact","525 AIRPORT RD, MARTINSVILLE, VA, 24112","-80.015378341781,36.631915987355","55509701","L"
"30784171c4a7c4b0","1776 Patriot Way, Mattaponi, VA, 23110","Match","Exact","1776 PATRIOT WAY, MATTAPONI, VA, 23110","-76.75652852258,37.52393489402","650180397","L"
"8732ba652335b9ea","277 Dominy Corner Road, Blackstone, VA, 23824","No_Match"
"b042730ef8280c92","Williamsburg Police Department, 615 Lafayette Street, Williamsburg, VA, 23185","Match","Non_Exact","615 LAFAYETTE ST, WILLIAMSBURG, VA, 23185","-76.711372514187,37.276699148165","103747342","L"
"967cac8ca6d7393e","6909 Metro Park Drive, Suite 500, Alexandria, VA, 22310","Match","Exact","6909 METRO PARK DR, ALEXANDRIA, VA, 22310","-77.156537877138,38.769243342946","645895371","L"
"5b253fd911440462","1030 University Boulevard, Suffolk, VA, 23435","Match","Exact","1030 UNIVERSITY BLVD, SUFFOLK, VA, 23435","-76.418583716457,36.870729366074","627029223","R"
"1eb5aaac752782c9","100 East Queen Street, Hampton, VA, 23668","Match","Exact","100 E QUEEN ST, HAMPTON, VA, 23668","-76.338129155115,37.02363236169","103806101","R"
"2fd3080fb97333a2","9617 Center Street, Manassas, VA, 20110","Match","Exact","9617 CENTER ST, MANASSAS, VA, 20110","-77.488543407845,38.753212883314","76536420","L"
"b511e12ae209de7a","1225 Courthouse Road, Stafford, VA, 22554","Match","Exact","1225 COURTHOUSE RD, STAFFORD, VA, 22554","-77.413045204582,38.421101113103","25579865","L"
"e593e8777073970e","2877 Guardian Lane, Virginia Beach, VA, 23452","Match","Exact","2877 GUARDIAN LN, VIRGINIA BEACH, VA, 23452","-76.072176408472,36.825620669032","655924817","L"
"b49116aff25cbd40","1345 Falling Creek Road, Bedford, VA, 24523","Match","Exact","1345 FALLING CREEK RD, BEDFORD, VA, 24523","-79.504548418928,37.31166006204","636773357","L"
"b269ac360aa403ca","600 East Canal Street, Richmond, VA, 23219","Match","Exact","600 E CANAL ST, RICHMOND, VA, 23219","-77.440535586181,37.538119360459","201539465","L"
"75046ce541e337ef","5115 Hampton Boulevard, Norfolk, VA, 23529","Match","Non_Exact","5115 HAMPTON BLVD, NORFOLK, VA, 23508","-76.303178916536,36.889279791848","639484367","L"
"547aaec5ebd54135","Runway 16/34, Naval Support Facility Dahlgren, Dahlgren, VA, 22448","No_Match"
"cd56787e917e3478","7737 Hampton Boulevard, Norfolk, VA, 23505","Match","Exact","7737 HAMPTON BLVD, NORFOLK, VA, 23505","-76.30857288238,36.915926974131","122148584","R"
"70d018add18968ed","Joint Expeditionary Base Little Creek-Fort Story, 1815 Seabee Road, Virginia Beach, VA, 23459","No_Match"
"42ca6b729f64a52c","1971 University Blvd, Lynchburg, VA, 24515","Match","Non_Exact","1971 UNIVERSITY BLVD, LYNCHBURG, VA, 24502","-79.171366351955,37.357185438813","62737353","R"
"7610825d40e01cb8","100 East Queen Street, Hampton, VA, 23668","Match","Exact","100 E QUEEN ST, HAMPTON, VA, 23668","-76.338129155115,37.02363236169","103806101","R"
"b2c906e0bf24efda","9119 Dean Ridings Lane, Spotsylvania, VA, 22553","No_Match"
"00ef1d023bc41db7","1200 Gene Bolton Drive, Suffolk, VA, 23434","No_Match"
"bed6011f5cd8433b","2401 Courthouse Drive, Virginia Beach, VA, 23456","Match","Exact","2401 COURTHOUSE DR, VIRGINIA BEACH, VA, 23456","-76.054885301196,36.750162760929","655918932","L"
"6e98c54d2661a51e","139 Airport Drive, Emporia, VA, 23847","Match","Exact","139 AIRPORT DR, EMPORIA, VA, 23847","-77.483860261916,36.682564163094","54233821","R"
"9552c86e1e8a66de","2200 Norview Avenue, Norfolk, VA, 23518","No_Match"
"27bf0462fbe2710c","204 West Washington Street, Lexington, VA, 24450-2116","Match","Non_Exact","204 E WASHINGTON ST, LEXINGTON, VA, 24450","-79.439908264062,37.783870087549","63109356","R"
"e3f670042d77b8ed","4400 University Dr, Fairfax, VA, 22030-4444","Match","Non_Exact","4400 UNIVERSITY DR, FAIRFAX, VA, 22030","-77.304407730733,38.834398952534","639527753","R"
"fe4efb8fe8fa2703","96 Stilwell Road, Hampton, VA, 23651","Match","Exact","96 STILWELL RD, HAMPTON, VA, 23651","-76.312443660114,37.010448611465","103807939","R"
"517e23cc88c4d6b0","2873 Crusader Circle, Virginia Beach, VA, 23453","Match","Exact","2873 CRUSADER CIR, VIRGINIA BEACH, VA, 23453","-76.066089998427,36.800894391248","122281151","L"
"44847f30e65024f9","Visitor Control Center, 500 Gregg Avenue, Building 5228, Fort Lee, VA, 23801","No_Match"
"3e3f9bd2bfd719dd","504 Hangar Road, Hillsville, VA, 24343","No_Match"
"95f3f8dd20698d71","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, VA, 24061-0131","Match","Non_Exact","800 DRILLFIELD DR, BLACKSBURG, VA, 24061","-80.423203108961,37.22830481052","73616336","L"
"9bddd30a9c569e27","Assembly, 400 Granby Street, Norfolk, VA, 23510","Match","Non_Exact","400 GRANBY ST, NORFOLK, VA, 23510","-76.289718192821,36.85124301871","122127340","R"
"d351eb28843206ff","700 Tech Center Parkway, Suite 200-129, Newport News, VA, 23606","No_Match"
"0cd0a0b211ac6862","3500 Transportation Research Plaza, Blacksburg, VA, 24061","Match","Non_Exact","3500 TRANSPORTATION RESEARCH DR, BLACKSBURG, VA, 24060","-80.397173678679,37.187785623048","73634274","L"
"5ec9284716986828","13199 Wakefield Road, Sedley, VA, 23878","Match","Exact","13199 WAKEFIELD RD, SEDLEY, VA, 23878","-77.057713218317,36.841545999758","82720206","R"
"c60e7028ee165e59","2002 Edmund Halley Drive, Reston, VA, 20191","Match","Exact","2002 EDMUND HALLEY DR, RESTON, VA, 20191","-77.36157116373,38.951004089298","215922581","L"
"468ed6a8bd9bf0e5","10661 Gaskins Way, Manassas, VA, 20109","Match","Exact","10661 GASKINS WAY, MANASSAS, VA, 20109","-77.518385233506,38.80304862201","207158641","L"
"71615af924ef3773","99 Thomas Nelson Drive, Hampton, VA, 23666","Match","Exact","99 THOMAS NELSON DR, HAMPTON, VA, 23666","-76.424001908431,37.064091270423","103799562","L"
"05314016c12bb166","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, VA, 24061-0131","Match","Non_Exact","800 DRILLFIELD DR, BLACKSBURG, VA, 24061","-80.423203108961,37.22830481052","73616336","L"
"b3b3f6a3c48facac","1533 Iris Trail, Midland, VA, 22728","No_Match"
"4c5c1860a76e7530","2143 Oak Lane, Blacksburg, VA, 24061","No_Match"
"c9a116bc7f9d7a78","4000 Coast Guard Boulevard, Portsmouth, VA, 23703","Match","Exact","4000 COAST GUARD BLVD, PORTSMOUTH, VA, 23703","-76.377468541131,36.873684619346","641049331","R"
"084f13f2f819a870","172 East Main Street, Salem, VA, 24153","Match","Exact","172 E MAIN ST, SALEM, VA, 24153","-80.055803367508,37.293109866561","62957802","R"
"72de64822da7fe5c","1 University Hill Drive, Buena Vista, VA, 24416","Match","Exact","1 UNIVERSITY HILL DR, BUENA VISTA, VA, 24416","-79.351633902628,37.740461413293","639494483","R"
"d164530634fbe20f","291 Dominy Corner Road, Blackstone, VA, 23824","No_Match"
"6648a2c0781a008e","Newport News-Williamsburg International Airport, 900 Bland Boulevard, Newport News, VA, 23602","Match","Non_Exact","900 BLAND BLVD, NEWPORT NEWS, VA, 23602","-76.502791778726,37.132176794928","103770968","R"
"81448982b42a2d50","7414 Atlantic Road, Wallops Island, VA, 23337","Match","Exact","7414 ATLANTIC RD, WALLOPS ISLAND, VA, 23337","-75.479661928582,37.933422185227","649974836","L"
"8c84b7f1dfd8dd72","1600 5th Street, Suite D, Charlottesville, VA, 22902","No_Match"
"d6ac537d023f4322","7511 Airfield Drive, Richmond, VA, 23237","Match","Exact","7511 AIRFIELD DR, RICHMOND, VA, 23237","-77.519431142684,37.406826608705","201582130","L"
"4d89c8e167427d3d","150 Slayton Avenue, Danville, VA, 24540","Match","Exact","150 SLAYTON AVE, DANVILLE, VA, 24540","-79.356171784217,36.579465621514","636656624","R"
"f03ae6a527c6bd8c","1245 Pine Tree Road, Alton, VA, 24520","No_Match"
"5ca1c2a7332e21ce","773 Airport Road, Jonesville, VA, 24263","No_Match"
"6be9939c3872d598","6361 Walker Lane, Alexandria, VA, 22310","Match","Exact","6361 WALKER LN, ALEXANDRIA, VA, 22310","-77.15925557244,38.769115691119","657880466","L"
"d68a6a505f3a9269","1827 University Avenue, Charlottesville, VA, 22903-2628","Match","Non_Exact","1827 UNIVERSITY AVE, CHARLOTTESVILLE, VA, 22903","-78.502685264855,38.036551813727","83405484","R"
"427f358d4b105747","8280 Willow Oaks Corporate Drive, Suite 200, Fairfax, VA, 22031","Match","Exact","8280 WILLOW OAKS CORPORATE DR, FAIRFAX, VA, 22031","-77.230172939204,38.863831235816","645569845","L"
"479b32106fb57185","7918 Blandy Road, Norfolk, VA, 23511","Match","Exact","7918 BLANDY RD, NORFOLK, VA, 23511","-76.302013391624,36.922617624702","122145635","L"
"4a49b8902a3750df","420 W Main St, Danville, VA, 24541","Match","Exact","420 W MAIN ST, DANVILLE, VA, 24541","-79.413102597533,36.57687501562","56588550","R"
"886e7a1501671ea0","12517 Beverly Ford Road, Brandy Station, VA, 22714","Match","Exact","12517 BEVERLY FORD RD, BRANDY STATION, VA, 22714","-77.861563311737,38.527980123891","655311123","R"
"357bfd67a84c3e8c","1971 University Blvd, Lynchburg, VA, 24515","Match","Non_Exact","1971 UNIVERSITY BLVD, LYNCHBURG, VA, 24502","-79.171366351955,37.357185438813","62737353","R"
"d9faf39473253138","4101 Washington Avenue, Newport News, VA, 23607","Match","Exact","4101 WASHINGTON AVE, NEWPORT NEWS, VA, 23607","-76.435738169157,36.986328523633","103745994","L"
"7050b6d78bb0c9ac","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, VA, 24061-0131","Match","Non_Exact","800 DRILLFIELD DR, BLACKSBURG, VA, 24061","-80.423203108961,37.22830481052","73616336","L"
"bdd0b81a8ca72ab4","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, VA, 24061-0131","Match","Non_Exact","800 DRILLFIELD DR, BLACKSBURG, VA, 24061","-80.423203108961,37.22830481052","73616336","L"
"8f20965359b07bc2","1001 Sycolin Road SE, Leesburg, VA, 20175","Match","Exact","1001 SYCOLIN RD SE, LEESBURG, VA, 20175","-77.553302200511,39.077325661974","647726168","L"
"9a2733de30c1b7b8","1 Hayden Drive, Petersburg, VA, 23806","Match","Non_Exact","1 HAYDEN ST, PETERSBURG, VA, 23806","-77.420075901201,37.234834863746","643011966","L"
"00131dc2c5c441ce","2200 Airport Road, Cedar Bluff, VA, 24609","No_Match"
"4b8faf647de440bd","New River Valley Plant, I-81 Exit 98, Dublin, VA, 24084","No_Match"
"9efdaad2a834a8ac","116 Jamestown Road, Williamsburg, VA, 23185","Match","Non_Exact","116 JAMESTOWN RD, WILLIAMSBURG, VA, 23186","-76.70806072231,37.270259013446","658112004","R"
"4b0b8a65ad071f32","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, VA, 24061-0131","Match","Non_Exact","800 DRILLFIELD DR, BLACKSBURG, VA, 24061","-80.423203108961,37.22830481052","73616336","L"
"9aeba3d6166eab7c","910 W Franklin St, Richmond, VA, 23284-2512","Match","Non_Exact","910 W FRANKLIN ST, RICHMOND, VA, 23220","-77.452752424707,37.549491901753","639273066","R"
"737277aa9b15c570","7721 East Parham Road, Henrico, VA, 23294","Match","Exact","7721 E PARHAM RD, HENRICO, VA, 23294","-77.527333430883,37.630251146777","106690435","L"
"b6cbe7729e0d5df1","12745 College Drive, Glenns, VA, 23149-2616","Match","Non_Exact","12745 COLLEGE DR, SALUDA, VA, 23149","-76.624841128427,37.564769046782","168217635","R"
"19244021f93193cc","134 Chapel Drive, Sweet Briar, VA, 24595-9998","No_Match"
"b70110f714d84c18","81 Research Drive, Hampton, VA, 23666","Match","Exact","81 RESEARCH DR, HAMPTON, VA, 23666","-76.392765822921,37.087907392916","103804925","L"
"641c5cc74b623681","2808 Airport Drive, Chesapeake, VA, 23323","Match","Exact","2808 AIRPORT DR, CHESAPEAKE, VA, 23323","-76.325204457547,36.66562645202","121798918","L"
"ce924eb1ccfa8985","4890 Alliance Drive, Fairfax, VA, 22030","No_Match"
"05e0873ece733af9","910 W Franklin St, Richmond, VA, 23284-2512","Match","Non_Exact","910 W FRANKLIN ST, RICHMOND, VA, 23220","-77.452752424707,37.549491901753","639273066","R"
"14528857c0967d4c","820 Bruce Street, South Boston, VA, 24592","Match","Exact","820 BRUCE ST, SOUTH BOSTON, VA, 24592","-78.901826665821,36.695509833881","90310339","R"
"214d1c082a3ae0a6","107 North Kent Street, Winchester, VA, 22601","Match","Exact","107 N KENT ST, WINCHESTER, VA, 22601","-78.162453644794,39.18424174531","657792966","L"
"8d09db9896f660c1","5202 Aviation Drive NW, Roanoke, VA, 24012","Match","Exact","5202 AVIATION DR NW, ROANOKE, VA, 24012","-79.968062247267,37.31770509387","62945228","R"
"e4a95d7a68250cd1","1640 Boro Place, 4th Floor, McLean, VA, 22102","No_Match"
"3c9a51d3a5a026a3","1086 Airport Road, Luray, VA, 22835","Match","Exact","1086 AIRPORT RD, LURAY, VA, 22835","-78.495852549272,38.668577008048","645062715","R"
"63f5ca2066a46224","1000 College Drive, Clifton Forge, VA, 24422-1000","No_Match"
"8bf87ab4d3802090","310 Plainview Road, Topping, VA, 23169","Match","Exact","310 PLAINVIEW RD, TOPPING, VA, 23169","-76.449659927704,37.602238224352","22079793","R"
"f1653db4f12bd52c","5115 Hampton Boulevard, Norfolk, VA, 23529","Match","Non_Exact","5115 HAMPTON BLVD, NORFOLK, VA, 23508","-76.303178916536,36.889279791848","639484367","L"
"861478c0254ff85e","4001 Wakefield Chapel Rd, Annandale, VA, 22003-3796","Match","Non_Exact","4001 WAKEFIELD CHAPEL RD, ANNANDALE, VA, 22003","-77.238804156288,38.836763164776","75972403","L"
"d5919c9a96d93071","249 Aero Drive, Waynesboro, VA, 22980","Match","Exact","249 AERO DR, WAYNESBORO, VA, 22980","-78.935963652593,38.083774842729","652102258","R"
"7fa96280804bc33b","1460 University Dr, Winchester, VA, 22601-5195","Match","Non_Exact","1460 UNIVERSITY DR, WINCHESTER, VA, 22601","-78.159536016926,39.166098973377","55580119","R"
"698b63458ca20786","800 South Main Street, Harrisonburg, VA, 22807","Match","Non_Exact","800 S MAIN ST, HARRISONBURG, VA, 22801","-78.874120654287,38.441359656271","655276915","R"
"3ad210706164f34e","18426 Dunne Avenue, Parksley, VA, 23421","No_Match"
"6c235dc5641f79f9","350 Terminal Drive, Lynchburg, VA, 24502","No_Match"
"1f6358f145cc68f1","3910 Old Buckingham Road, Powhatan, VA, 23139","Match","Exact","3910 OLD BUCKINGHAM RD, POWHATAN, VA, 23139","-77.91965253074,37.544356159064","73827548","R"
"32c550922688dd75","1375 Greate Road, Gloucester Point, VA, 23062","Match","Exact","1375 GREATE RD, GLOUCESTER POINT, VA, 23062","-76.499999657544,37.249322774219","168201142","L"
"05303e8817af2dad","30461 Garnand Drive, Emory, VA, 24327-0947","Match","Non_Exact","30461 GARNAND DR, EMORY, VA, 24327","-81.831472730388,36.771690184803","154376303","R"
"229bbb08cbd8b6d1","One Partnership Circle, Abingdon, VA, 24210","Match","Non_Exact","1 PARTNERSHIP DR, ABINGDON, VA, 24210","-82.002082775073,36.695700246789","641471848","L"
